Press CTRL-C to stop.
         495696 function calls (481712 primitive calls) in 108.600 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 simple_server.py:42(WSGIServer)
        1    0.000    0.000    0.000    0.000 extensions.py:888(OCSPNoCheck)
        1    0.000    0.000    0.000    0.000 ssh.py:207(_SSHFormatRSA)
        1    0.000    0.000    0.000    0.000 ssh.py:331(_SSHFormatECDSA)
        1    0.000    0.000    0.000    0.000 ec.py:54(EllipticCurveSignatureAlgorithm)
        1    0.000    0.000    0.000    0.000 base.py:28(Verifier)
        1    0.000    0.000    0.000    0.000 hashes.py:204(SHAKE256)
        1    0.000    0.000    0.000    0.000 weather.py:13(Weather_Forecast)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1252(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 ocsp.py:83(OCSPRequestBuilder)
        1    0.000    0.000    0.000    0.000 x25519.py:57(_X25519PrivateKey)
        2    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        2    0.000    0.000    0.000    0.000 index_tricks.py:143(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 ImageFont.py:69(ImageFont)
        1    0.000    0.000    0.000    0.000 models.py:710(is_redirect)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 model.py:294(RawModel)
        1    0.000    0.000    0.000    0.000 core.py:3513(__init__)
        1    0.000    0.000    0.000    0.000 base.py:827(RevokedCertificateBuilder)
        1    0.000    0.000    0.000    0.000 extensions.py:908(PrecertPoison)
        1    0.000    0.000    0.000    0.000 ssh.py:269(_SSHFormatDSA)
        1    0.000    0.000    0.000    0.000 base.py:39(BlockCipherAlgorithm)
        1    0.000    0.000    0.000    0.000 __init__.py:61(Request)
        1    0.000    0.000    0.000    0.000 requests.py:202(_MutualTlsAdapter)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:206(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 sessions.py:96(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 adapters.py:55(BaseAdapter)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 __init__.py:1745(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:57(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 contentmanager.py:7(ContentManager)
        1    0.000    0.000    0.000    0.000 oauth1_session.py:32(TokenRequestDenied)
        1    0.000    0.000    0.000    0.000 environment_vars.py:15(<module>)
        1    0.000    0.000    0.000    0.000 core.py:978(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(_StderrHandler)
        1    0.000    0.000    0.000    0.000 base.py:20(BaseEndpoint)
        1    0.000    0.000    0.000    0.000 ed448.py:75(_Ed448PrivateKey)
        1    0.000    0.000    0.000    0.000 ssh.py:392(_SSHFormatEd25519)
        1    0.000    0.000    0.000    0.000 ec.py:316(ECDSA)
        3    0.000    0.000    0.000    0.000 core.py:868(__init__)
        3    0.000    0.000    0.000    0.000 core.py:1363(getmask)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:109(JSONEncoder)
        1    0.000    0.000    0.000    0.000 request.py:906(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 tempfile.py:589(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 parse.py:183(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:213(_NetlocResultMixinBytes)
        2    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 socketserver.py:631(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 records.py:97(format_parser)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 core.py:3530(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:482(InvalidMailbox)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:721(MimeParameters)
        1    0.000    0.000    0.000    0.000 oauth1_auth.py:24(OAuth1)
        1    0.000    0.000    0.000    0.000 ed25519.py:74(_Ed25519PrivateKey)
        1    0.000    0.000    0.000    0.000 base.py:80(AEADDecryptionContext)
        1    0.000    0.000    0.000    0.000 requests.py:122(Request)
        1    0.000    0.000    0.000    0.000 core.py:2600(MaskedIterator)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 cookiejar.py:834(CookiePolicy)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 zipfile.py:1932(PyZipFile)
        1    0.000    0.000    0.000    0.000 x448.py:54(_X448PrivateKey)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:1145(tzinfo)
        2    0.000    0.000    0.000    0.000 typing.py:1799(<listcomp>)
        1    0.000    0.000    0.051    0.051 helpers.py:647(make_html_tags)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:923(ValueTerminal)
        2    0.000    0.000    0.000    0.000 _utilities.py:154(__init__)
        1    0.000    0.000    0.000    0.000 dsa.py:15(DSAParameters)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:22(is_local_appengine)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
        1    0.000    0.000    0.000    0.000 __init__.py:761(FileCache)
        1    0.000    0.000    0.000    0.000 __init__.py:1731(Response)
        1    0.000    0.000    0.000    0.000 __init__.py:57(has_timeout)
        1    0.000    0.000    0.000    0.000 credentials.py:45(__init__)
        1    0.000    0.000    0.000    0.000 dsa.py:24(DSAParametersWithNumbers)
        1    0.000    0.000    0.000    0.000 base.py:71(AEADCipherContext)
        1    0.000    0.000    0.000    0.000 function_base.py:1895(vectorize)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        1    0.000    0.000    0.000    0.000 request.py:1254(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 queue.py:12(_init)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 __init__.py:683(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 threading.py:386(Semaphore)
        5    0.000    0.000    0.000    0.000 datetime.py:445(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 web_application.py:19(WebApplicationClient)
        1    0.000    0.000    0.000    0.000 simple_server.py:71(WSGIRequestHandler)
        1    0.000    0.000    0.000    0.000 characters.py:4(Character)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 core.py:3438(LineStart)
        1    0.000    0.000    0.000    0.000 util.py:125(LRUMemo)
        1    0.000    0.000    0.000    0.000 getlimits.py:291(finfo)
        1    0.000    0.000    0.000    0.000 request.py:1587(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:8(is_appengine)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 core.py:3485(LineEnd)
        1    0.000    0.000    0.000    0.000 tokens.py:285(BearerToken)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1036(StreamHandler)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 core.py:3525(StringEnd)
        1    0.000    0.000    0.000    0.000 legacy_application.py:15(LegacyApplicationClient)
        1    0.000    0.000    0.000    0.000 refresh_token.py:18(RefreshTokenGrant)
        1    0.000    0.000    0.000    0.000 base.py:100(Cipher)
        1    0.000    0.000    0.000    0.000 interfaces.py:390(ScryptBackend)
        1    0.000    0.000    0.000    0.000 _datasource.py:76(_FileOpeners)
        2    0.000    0.000    0.000    0.000 index_tricks.py:724(__init__)
        1    0.000    0.000    0.000    0.000 characters.py:23(Mario)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 parse.py:788(Quoter)
        1    0.000    0.000    0.000    0.000 __init__.py:1432(info)
        1    0.000    0.000    0.000    0.000 __init__.py:465(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:796(Credentials)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        2    0.000    0.000    0.000    0.000 results.py:247(__iter__)
        1    0.000    0.000    0.000    0.000 core.py:2286(NoMatch)
        1    0.000    0.000    0.000    0.000 unicode.py:197(Chinese)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:251(BareQuotedString)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:913(WhiteSpaceTerminal)
        1    0.000    0.000    0.000    0.000 base.py:406(__init__)
        1    0.000    0.000    0.000    0.000 discovery.py:130(_BytesGenerator)
        1    0.000    0.000    0.000    0.000 __init__.py:306(_Timer)
        1    0.000    0.000    0.000    0.000 base.py:233(_AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:185(_ndptr)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1856(LWPCookieJar)
        3    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        1    0.000    0.000    0.000    0.000 zipfile.py:2209(FastLookup)
        1    0.000    0.000    0.000    0.000 poly1305.py:16(_Poly1305Context)
        1    0.000    0.000    0.000    0.000 __init__.py:762(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1119(FileHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:1272(disable)
        1    0.000    0.000    0.000    0.000 socketserver.py:696(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 dh.py:36(_DHParameters)
        1    0.000    0.000    0.000    0.000 ed25519.py:17(_Ed25519PublicKey)
        2    0.000    0.000    0.000    0.000 __init__.py:438(__init__)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        4    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:231(Hiragana)
        1    0.000    0.000    0.000    0.000 __init__.py:32(_DefaultSize)
        1    0.000    0.000    0.000    0.000 base.py:146(_CipherContext)
        1    0.000    0.000    0.000    0.000 utils.py:127(_ModuleWithDeprecations)
        1    0.000    0.000    0.000    0.000 core.py:201(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:904(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:834(FloatingFormat)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 hooks.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 zipfile.py:591(LZMACompressor)
        1    0.000    0.000    0.093    0.093 binding.py:144(init_static_locks)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.001    0.001 __init__.py:1196(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1242(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1293(_DummyThread)
        1    0.000    0.000    0.000    0.000 headerregistry.py:384(SingleAddressHeader)
        1    0.000    0.000    0.000    0.000 request.py:1372(HTTPHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:614(_PathParents)
        1    0.000    0.000    0.000    0.000 __init__.py:2158(NullHandler)
        1    0.000    0.000    0.000    0.000 orderedset.py:6(Link)
        1    0.000    0.000    0.000    0.000 core.py:3508(StringStart)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:933(EWWhiteSpaceTerminal)
        1    0.000    0.000    0.000    0.000 service_application.py:19(ServiceApplicationClient)
        1    0.000    0.000    0.000    0.000 authorization.py:22(AuthorizationEndpoint)
        1    0.000    0.000    0.000    0.000 access_token.py:23(AccessTokenEndpoint)
        1    0.000    0.000    0.000    0.000 socketserver.py:787(_SocketWriter)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(ndindex)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 zipfile.py:753(_Tellable)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 exceptions.py:245(IncompleteRead)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 client.py:1451(IncompleteRead)
        1    0.000    0.000    0.000    0.000 __init__.py:266(LogRecord)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:446(ObsRoute)
        1    0.000    0.000    0.000    0.000 encoder.py:383(JSONEncoderForHTML)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
        1    0.000    0.000    0.000    0.000 http.py:1722(HttpMock)
        3    0.000    0.000    0.000    0.000 version.py:15(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2263(Token)
        1    0.000    0.000    0.000    0.000 __init__.py:1046(HTTPSConnectionWithTimeout)
        1    0.000    0.000    0.000    0.000 unicode.py:257(Hangul)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:690(Attribute)
        1    0.000    0.000    0.000    0.000 socketserver.py:742(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:380(_Link)
        1    0.000    0.000    0.000    0.000 padding.py:30(PSS)
        2    0.000    0.000    0.000    0.000 core.py:884(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6739(_frommethod)
        1    0.000    0.000    0.000    0.000 __init__.py:368(_FuncPtr)
        1    0.000    0.000    0.000    0.000 platform.py:1117(python_version)
        1    0.000    0.000    0.000    0.000 ImageFont.py:752(TransposedFont)
        1    0.000    0.000    0.000    0.000 cookies.py:97(MockResponse)
        1    0.000    0.000    0.000    0.000 request.py:643(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 os.py:771(getenv)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:610(HmacDigestAuthentication)
        1    0.000    0.000    0.000    0.000 __init__.py:1330(clear_credentials)
        1    0.000    0.000    0.000    0.000 unicode.py:184(Cyrillic)
        1    0.000    0.000    0.000    0.000 unicode.py:243(Katakana)
        1    0.000    0.000    0.000    0.000 generator.py:449(DecodedGenerator)
        1    0.000    0.000    0.000    0.000 request_token.py:23(RequestTokenEndpoint)
        1    0.000    0.000    0.000    0.000 credentials.py:225(refresh_handler)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 models.py:198(Request)
        1    0.000    0.000    0.000    0.000 models.py:524(prepare_content_length)
        4    0.000    0.000    0.000    0.000 cookies.py:111(info)
        1    0.000    0.000    0.000    0.000 request.py:603(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:1396(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 __init__.py:136(_import_OrderedDict)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_SharedFile)
        1    0.000    0.000    0.000    0.000 x448.py:18(_X448PublicKey)
        1    0.000    0.000    0.000    0.000 parse.py:148(username)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:539(DigestAuthentication)
        2    0.000    0.000    0.000    0.000 arrayprint.py:448(_recursive_guard)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 core.py:3777(_ErrorStop)
        1    0.000    0.000    0.000    0.000 core.py:4449(_IndentGreater)
        4    0.000    0.000    0.000    0.000 core.py:5602(postParse)
        1    0.000    0.000    0.000    0.000 __init__.py:819(iter)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:706(Value)
        1    0.000    0.000    0.000    0.000 tokens.py:265(TokenBase)
        1    0.000    0.000    0.000    0.000 webbrowser.py:327(Opera)
        1    0.000    0.000    0.000    0.000 __init__.py:397(PyDLL)
        1    0.000    0.000    0.000    0.000 request.py:1472(FileHandler)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 response.py:123(MultiDecoder)
        1    0.000    0.000    0.000    0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 sessions.py:81(merge_hooks)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __version__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 __init__.py:803(clear)
        1    0.000    0.000    0.000    0.000 unicode.py:287(Arabic)
        1    0.000    0.000    0.000    0.000 unicode.py:295(Hebrew)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:807(ParameterizedHeaderValue)
        1    0.000    0.000    0.000    0.000 mobile_application.py:15(MobileApplicationClient)
        1    0.000    0.000    0.000    0.000 contentmanager.py:9(__init__)
        1    0.000    0.000    0.000    0.000 handlers.py:538(IISCGIHandler)
        1    0.000    0.000    0.000    0.000 webbrowser.py:337(Elinks)
        1    0.000    0.000    0.000    0.000 dsa.py:87(_DSAParameters)
        1    0.000    0.000    0.000    0.000 googlecalendar.py:15(GoogleCalendar)
        1    0.000    0.000    0.000    0.000 core.py:1126(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:845(recursive)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 Image.py:473(_E)
        2    0.000    0.000    0.000    0.000 core.py:19(where)
        1    0.000    0.000    0.000    0.000 rsa.py:298(_RSASignatureContext)
        1    0.000    0.000    0.000    0.000 rsa.py:325(_RSAVerificationContext)
        1    0.000    0.000    0.000    0.000 x25519.py:19(_X25519PublicKey)
        1    0.000    0.000    0.000    0.000 ssl_.py:325(disable_check_hostname)
        1    0.000    0.000    0.000    0.000 exceptions.py:263(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 __init__.py:414(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:283(Thai)
        1    0.000    0.000    0.000    0.000 base.py:15(MIMEBase)
        1    0.000    0.000    0.000    0.000 poolmanager.py:302(_merge_pool_kwargs)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 exceptions.py:256(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 unicode.py:125(Latin1)
        1    0.000    0.000    0.000    0.000 discovery.py:902(ResourceMethodParameters)
        1    0.000    0.000    0.000    0.000 handlers.py:508(CGIHandler)
        1    0.000    0.000    0.000    0.000 flow.py:513(_WSGIRequestHandler)
        1    0.000    0.000    0.000    0.000 flow.py:525(_RedirectWSGIApp)
        1    0.000    0.000    0.000    0.000 webbrowser.py:158(GenericBrowser)
        1    0.000    0.000    0.000    0.000 scrypt.py:27(Scrypt)
        1    0.000    0.000    0.000    0.000 dsa.py:50(_DSAVerificationContext)
        1    0.000    0.000    0.000    0.000 dsa.py:71(_DSASignatureContext)
        1    0.000    0.000    0.000    0.000 padding.py:63(MGF1)
        1    0.000    0.000    0.000    0.000 index_tricks.py:208(MGridClass)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 request.py:1381(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 response.py:35(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:28(is_prod_appengine)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        4    0.000    0.000    0.000    0.000 six.py:239(exec_module)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 http.py:231(MediaUploadProgress)
        1    0.000    0.000    0.000    0.000 core.py:4835(OneOrMore)
        1    0.000    0.000    0.000    0.000 __init__.py:812(KeyCerts)
        1    0.000    0.000    0.000    0.000 unicode.py:132(LatinA)
        1    0.000    0.000    0.000    0.000 unicode.py:309(Devanagari)
        1    0.000    0.000    0.000    0.000 _utilities.py:70(_symbol)
        1    0.000    0.000    0.000    0.000 multipart.py:13(MIMEMultipart)
        1    0.000    0.000    0.000    0.000 oauth2_auth.py:7(OAuth2)
        1    0.000    0.000    0.000    0.000 socketserver.py:806(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 webbrowser.py:305(Galeon)
        1    0.000    0.000    0.000    0.000 webbrowser.py:315(Chrome)
        1    0.000    0.000    0.000    0.000 webbrowser.py:404(Grail)
        1    0.000    0.000    0.000    0.000 {method 'string' of '_cffi_backend.FFI' objects}
        1    0.000    0.000    0.000    0.000 ec.py:108(_ECDSASignatureContext)
        1    0.000    0.000    0.000    0.000 base.py:31(AttributeNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(ReauthFailError)
        1    0.000    0.000    0.000    0.000 core.py:798(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1146(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:35(TypeNADict)
        1    0.000    0.000    0.000    0.000 request.py:1224(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:523(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 chardistribution.py:170(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.FIPS_mode}
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
        1    0.000    0.000    0.000    0.000 google_auth_httplib2.py:60(Request)
        1    0.000    0.000    0.000    0.000 http.py:782(_StreamSlice)
        1    0.000    0.000    0.000    0.000 core.py:2275(Empty)
        1    0.000    0.000    0.000    0.000 unicode.py:138(LatinB)
        1    0.000    0.000    0.000    0.000 webbrowser.py:294(Netscape)
        1    0.000    0.000    0.000    0.000 ec.py:124(_ECDSAVerificationContext)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 exceptions.py:286(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 http.py:1608(HttpRequestMock)
        1    0.000    0.000    0.000    0.000 __init__.py:959(HTTPConnectionWithTimeout)
        1    0.000    0.000    0.000    0.000 oauth2_session.py:13(TokenUpdated)
        1    0.000    0.000    0.000    0.000 errors.py:385(CustomOAuth2Error)
        1    0.000    0.000    0.000    0.000 utils.py:24(filter_params)
        1    0.000    0.000    0.000    0.000 webbrowser.py:284(Mozilla)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:183(_X509ExtensionParser)
        1    0.000    0.000    0.000    0.000 core.py:823(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:1284(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:2389(__init__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 index_tricks.py:108(nd_grid)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 cookies.py:600(SimpleCookie)
        1    0.000    0.000    0.000    0.000 pathlib.py:570(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 zipfile.py:614(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:46(SBCSGroupProber)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:41(<module>)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 ocsp.py:120(_SingleResponse)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(ProxyError)
        1    0.000    0.000    0.000    0.000 http.py:1640(RequestMockBuilder)
        1    0.000    0.000    0.000    0.000 extensions.py:91(DuplicateExtension)
        1    0.000    0.000    0.000    0.000 connection.py:109(allowed_gai_family)
